time,msd
17900,2.29053
17950,2.2974
18000,2.30274
18050,2.30412
18100,2.30415
18150,2.30217
18200,2.29876
18250,2.29909
18300,2.30006
18350,2.30037
18400,2.30291
18450,2.30753
18500,2.31245
18550,2.31595
18600,2.32042
18650,2.32654
18700,2.33124
18750,2.33481
18800,2.33662
18850,2.34095
18900,2.34522
18950,2.34725
19000,2.35314
19050,2.3573
19100,2.36244
19150,2.36906
19200,2.37444
19250,2.38109
19300,2.38656
19350,2.39103
19400,2.39483
19450,2.40016
19500,2.40286
19550,2.40582
19600,2.41102
19650,2.41518
19700,2.42011
19750,2.42296
19800,2.42491
19850,2.4264
19900,2.42933
19950,2.43344
20000,2.44089
20050,2.44833
20100,2.45159
20150,2.45252
20200,2.4528
20250,2.45642
20300,2.46177
20350,2.46729
20400,2.473
20450,2.47775
20500,2.48185
20550,2.48543
20600,2.4888
20650,2.49334
20700,2.49771
20750,2.50271
20800,2.50647
20850,2.50939
20900,2.51474
20950,2.52062
21000,2.52043
21050,2.52196
21100,2.52805
21150,2.53295
21200,2.53772
21250,2.54449
21300,2.5511
21350,2.56029
21400,2.56957
21450,2.57707
21500,2.5833
21550,2.58932
21600,2.59435
21650,2.59846
21700,2.60279
21750,2.60638
21800,2.6066
21850,2.60762
21900,2.61062
21950,2.61313
22000,2.61659
22050,2.6163
22100,2.61486
22150,2.61415
22200,2.61158
22250,2.60752
22300,2.60499
22350,2.60527
22400,2.60486
22450,2.60344
22500,2.60047
22550,2.59642
22600,2.59533
22650,2.59975
22700,2.60179
22750,2.60316
22800,2.60894
22850,2.61279
22900,2.61081
22950,2.60964
23000,2.61342
23050,2.61616
23100,2.61814
23150,2.61928
23200,2.62232
23250,2.62204
23300,2.6196
23350,2.62024
23400,2.61934
23450,2.6203
23500,2.62284
23550,2.62655
23600,2.63543
23650,2.64742
23700,2.65656
23750,2.66012
23800,2.66462
23850,2.67247
23900,2.67735
23950,2.6819
24000,2.68938
24050,2.69755
24100,2.70556
24150,2.71178
24200,2.71502
24250,2.71768
24300,2.71702
24350,2.71457
24400,2.71621
24450,2.71855
24500,2.71915
24550,2.71985
24600,2.7227
24650,2.72794
24700,2.73126
24750,2.73669
24800,2.74208
24850,2.74512
24900,2.75009
24950,2.75565
25000,2.76141
25050,2.76693
25100,2.77311
25150,2.77928
25200,2.78481
25250,2.78715
25300,2.79057
25350,2.79403
25400,2.79919
25450,2.80479
25500,2.80547
25550,2.80693
25600,2.80933
25650,2.81333
25700,2.82084
25750,2.82575
25800,2.82892
25850,2.83219
25900,2.83424
25950,2.83487
26000,2.83861
26050,2.84374
26100,2.84663
26150,2.85201
26200,2.85887
26250,2.86329
26300,2.86438
26350,2.86461
26400,2.86721
26450,2.86924
26500,2.86848
26550,2.87212
26600,2.87528
26650,2.87695
26700,2.87934
26750,2.88057
26800,2.88306
26850,2.88897
26900,2.89549
26950,2.89634
27000,2.89232
27050,2.88977
27100,2.89149
27150,2.89533
27200,2.90021
27250,2.90569
27300,2.90943
27350,2.91152
27400,2.91193
27450,2.91056
27500,2.90761
27550,2.90398
27600,2.90341
27650,2.90551
27700,2.90655
27750,2.9072
27800,2.90731
27850,2.90874
27900,2.9079
27950,2.903
28000,2.89877
28050,2.89407
28100,2.89245
28150,2.89532
28200,2.89762
28250,2.89992
28300,2.90058
28350,2.90002
28400,2.90084
28450,2.90243
28500,2.90391
28550,2.906
28600,2.90834
28650,2.90914
28700,2.90974
28750,2.91385
28800,2.92108
28850,2.92733
28900,2.93342
28950,2.94071
29000,2.94682
29050,2.95262
29100,2.95726
29150,2.96208
29200,2.96917
29250,2.97773
29300,2.98476
29350,2.98659
29400,2.99022
29450,2.99379
29500,2.99288
29550,2.991
29600,2.9912
29650,2.99327
29700,2.99312
29750,2.99462
29800,2.99902
29850,3.0018
29900,3.0021
29950,3.00234
30000,3.00668
30050,3.0149
30100,3.02002
30150,3.02313
30200,3.02567
30250,3.02894
30300,3.03079
30350,3.03336
30400,3.03793
30450,3.04369
30500,3.05054
30550,3.05457
30600,3.0571
30650,3.05807
30700,3.05931
30750,3.06051
30800,3.06319
30850,3.06446
30900,3.0642
30950,3.06313
31000,3.05967
31050,3.05864
31100,3.05707
31150,3.05574
31200,3.05708
31250,3.0607
31300,3.06517
31350,3.06737
31400,3.0705
31450,3.0722
31500,3.07457
31550,3.07881
31600,3.0812
31650,3.08595
31700,3.09267
31750,3.09692
31800,3.10293
31850,3.10995
31900,3.11157
31950,3.11128
32000,3.11236
32050,3.11346
32100,3.11784
32150,3.12044
32200,3.12187
32250,3.12539
32300,3.12643
32350,3.12844
32400,3.13165
32450,3.13574
32500,3.13942
32550,3.14202
32600,3.14674
32650,3.14975
32700,3.15162
32750,3.15715
32800,3.16211
32850,3.16876
32900,3.17748
32950,3.18196
33000,3.18232
33050,3.18144
33100,3.18006
33150,3.17737
33200,3.1751
33250,3.17584
33300,3.17592
33350,3.17509
33400,3.17845
33450,3.18083
33500,3.18322
33550,3.18991
33600,3.19884
33650,3.20873
33700,3.21662
33750,3.22404
33800,3.23172
33850,3.23418
33900,3.23608
33950,3.23833
34000,3.23781
34050,3.23982
34100,3.24143
34150,3.24447
34200,3.24867
34250,3.25091
34300,3.25835
34350,3.26831
34400,3.27529
34450,3.28104
34500,3.28795
34550,3.29325
34600,3.29895
34650,3.30759
34700,3.31354
34750,3.32052
34800,3.32833
34850,3.33767
34900,3.35068
34950,3.36184
35000,3.36771
35050,3.37361
35100,3.37534
35150,3.37685
35200,3.38141
35250,3.38367
35300,3.38716
35350,3.3952
35400,3.40171
35450,3.40472
35500,3.40964
35550,3.41828
35600,3.42238
35650,3.42418
35700,3.42957
35750,3.43577
35800,3.44283
35850,3.45221
35900,3.4601
35950,3.46609
36000,3.46871
36050,3.47365
36100,3.47744
36150,3.48026
36200,3.48638
36250,3.48848
36300,3.48946
36350,3.49278
36400,3.49042
36450,3.49004
36500,3.48776
36550,3.48567
36600,3.48954
36650,3.49691
36700,3.50607
36750,3.51054
36800,3.51056
36850,3.50856
36900,3.50655
36950,3.50533
37000,3.50797
37050,3.51393
37100,3.51751
37150,3.51842
37200,3.5188
37250,3.51678
37300,3.5109
37350,3.50515
37400,3.50079
37450,3.50017
37500,3.5031
37550,3.50538
37600,3.50853
37650,3.51141
37700,3.51148
37750,3.50942
37800,3.50757
37850,3.50402
37900,3.50146
37950,3.50259
38000,3.50295
38050,3.50676
38100,3.506
38150,3.50448
38200,3.50889
38250,3.51354
38300,3.51904
38350,3.52289
38400,3.52476
38450,3.52595
38500,3.52819
38550,3.53086
38600,3.53208
38650,3.53048
38700,3.52852
38750,3.52619
38800,3.52477
38850,3.52404
38900,3.5258
38950,3.52724
39000,3.52849
39050,3.53397
39100,3.53972
39150,3.54221
39200,3.5447
39250,3.54826
39300,3.55012
39350,3.54872
39400,3.54793
39450,3.54863
39500,3.54614
39550,3.54729
39600,3.5534
39650,3.56026
39700,3.56792
39750,3.57032
39800,3.57168
39850,3.57259
39900,3.57316
39950,3.58031
40000,3.58734
40050,3.5916
40100,3.59608
40150,3.60074
40200,3.60388
40250,3.60449
40300,3.60473
40350,3.60652
40400,3.60861
40450,3.60951
40500,3.60943
40550,3.60607
40600,3.5997
40650,3.59351
40700,3.5921
40750,3.59543
40800,3.59661
40850,3.59403
40900,3.59415
40950,3.59764
41000,3.60265
41050,3.60573
41100,3.60862
41150,3.60802
41200,3.60408
41250,3.60007
41300,3.59536
41350,3.59319
41400,3.59292
41450,3.5915
41500,3.59261
41550,3.59867
41600,3.6004
41650,3.5981
41700,3.59998
41750,3.60522
41800,3.612
41850,3.61684
41900,3.61842
41950,3.62334
42000,3.62823
42050,3.63131
42100,3.63422
42150,3.63426
42200,3.63835
42250,3.64308
42300,3.64384
42350,3.64577
42400,3.64909
42450,3.65454
42500,3.66421
42550,3.67003
42600,3.67187
42650,3.67014
42700,3.66489
42750,3.66227
42800,3.65992
42850,3.65653
42900,3.65469
42950,3.65212
43000,3.64991
43050,3.64734
43100,3.64435
43150,3.64322
43200,3.6395
43250,3.63385
43300,3.63349
43350,3.63727
43400,3.64096
43450,3.64263
43500,3.6428
43550,3.6444
43600,3.64288
43650,3.63991
43700,3.64429
43750,3.64862
43800,3.64587
43850,3.64589
43900,3.64923
43950,3.65174
44000,3.6563
44050,3.66183
44100,3.66776
44150,3.67563
44200,3.68256
44250,3.69042
44300,3.69767
44350,3.70096
44400,3.70368
44450,3.7081
44500,3.71252
44550,3.71792
44600,3.72627
44650,3.73548
44700,3.74587
44750,3.75436
44800,3.76136
44850,3.76804
44900,3.77389
44950,3.7826
45000,3.79119
45050,3.79741
45100,3.80317
45150,3.81063
45200,3.81839
45250,3.82623
45300,3.83234
45350,3.83772
45400,3.84779
45450,3.85486
45500,3.85921
45550,3.86545
45600,3.87146
45650,3.87464
45700,3.87796
45750,3.88019
45800,3.88634
45850,3.89553
45900,3.90284
45950,3.91401
46000,3.92628
46050,3.93491
46100,3.94097
46150,3.94932
46200,3.96077
46250,3.97171
46300,3.98078
46350,3.98664
46400,3.9904
46450,3.99358
46500,3.99957
46550,4.00574
46600,4.0101
46650,4.0146
46700,4.02178
46750,4.03296
46800,4.04275
46850,4.04954
46900,4.05537
46950,4.05685
47000,4.05705
47050,4.05447
47100,4.05346
47150,4.05321
47200,4.04933
47250,4.04955
47300,4.05086
47350,4.05207
47400,4.05766
47450,4.06087
47500,4.06307
47550,4.06821
47600,4.06956
47650,4.0695
47700,4.07111
47750,4.07171
47800,4.07307
47850,4.07201
47900,4.06838
47950,4.06488
48000,4.05875
48050,4.05286
48100,4.04621
48150,4.03833
48200,4.03672
48250,4.03651
48300,4.0351
48350,4.03996
48400,4.04629
48450,4.0471
48500,4.04497
48550,4.04518
48600,4.05081
48650,4.0548
48700,4.05936
48750,4.0702
48800,4.07497
48850,4.07514
48900,4.0771
48950,4.0765
49000,4.07334
49050,4.06845
49100,4.0636
49150,4.06082
49200,4.05708
49250,4.05284
49300,4.04755
49350,4.03959
49400,4.03454
49450,4.0337
49500,4.03698
49550,4.04001
49600,4.04097
49650,4.03998
49700,4.03664
49750,4.0372
49800,4.0382
49850,4.03507
49900,4.03563
49950,4.03954
50000,4.0434
50050,4.05109
50100,4.05957
50150,4.06315
50200,4.06406
50250,4.06478
50300,4.0661
50350,4.06519
50400,4.06139
50450,4.06038
50500,4.06492
50550,4.06936
50600,4.07585
50650,4.08339
50700,4.08371
50750,4.08191
50800,4.0799
50850,4.07757
50900,4.07952
50950,4.08046
51000,4.07872
51050,4.07831
51100,4.0755
51150,4.07444
51200,4.07672
51250,4.07664
51300,4.07562
51350,4.07436
51400,4.07424
51450,4.07462
51500,4.07375
51550,4.07583
51600,4.07593
51650,4.0695
51700,4.06699
51750,4.07005
51800,4.07365
51850,4.07391
51900,4.07655
51950,4.08097
52000,4.08061
52050,4.08088
52100,4.08507
52150,4.08823
52200,4.08883
52250,4.08723
52300,4.08604
52350,4.08637
52400,4.08134
52450,4.07737
52500,4.07866
52550,4.07903
52600,4.07901
52650,4.07994
52700,4.08152
52750,4.08292
52800,4.09119
52850,4.10103
52900,4.10735
52950,4.11167
53000,4.10981
53050,4.10506
53100,4.10209
53150,4.0986
53200,4.09703
53250,4.10103
53300,4.10944
53350,4.11968
53400,4.12756
53450,4.13499
53500,4.14432
53550,4.14974
53600,4.15338
53650,4.15588
53700,4.15417
53750,4.1516
53800,4.15419
53850,4.15738
53900,4.15673
53950,4.15499
54000,4.1517
54050,4.15094
54100,4.14987
54150,4.14946
54200,4.15071
54250,4.15278
54300,4.15567
54350,4.15912
54400,4.16271
54450,4.16363
54500,4.16321
54550,4.16401
54600,4.16695
54650,4.17303
54700,4.17643
54750,4.17848
54800,4.17804
54850,4.17058
54900,4.16294
54950,4.15843
55000,4.15788
55050,4.15718
55100,4.15633
55150,4.1575
55200,4.15997
55250,4.15825
55300,4.15504
55350,4.15527
55400,4.15643
55450,4.16015
55500,4.16567
55550,4.16734
55600,4.168
55650,4.17012
55700,4.17613
55750,4.18149
55800,4.18499
55850,4.19126
55900,4.19974
55950,4.20602
56000,4.20759
56050,4.2095
56100,4.20968
56150,4.21078
56200,4.21626
56250,4.22244
56300,4.22245
56350,4.22387
56400,4.22579
56450,4.22374
56500,4.22579
56550,4.23026
56600,4.23235
56650,4.23517
56700,4.23633
56750,4.2349
56800,4.23286
56850,4.23346
56900,4.2408
56950,4.24552
57000,4.24731
57050,4.24813
57100,4.24696
57150,4.24912
57200,4.25237
57250,4.25712
57300,4.26094
57350,4.26215
57400,4.26205
57450,4.25825
57500,4.25156
57550,4.24708
57600,4.24514
57650,4.24537
57700,4.24772
57750,4.24983
57800,4.25475
57850,4.26056
57900,4.26645
57950,4.27548
58000,4.28166
58050,4.28862
58100,4.29776
58150,4.30195
58200,4.3075
58250,4.31591
58300,4.32136
58350,4.32511
58400,4.32816
58450,4.32602
58500,4.32114
58550,4.31903
58600,4.31969
58650,4.31816
58700,4.31645
58750,4.31533
58800,4.31435
58850,4.31499
58900,4.31752
58950,4.32005
59000,4.3234
59050,4.32792
59100,4.32808
59150,4.32893
59200,4.33171
59250,4.33151
59300,4.33387
59350,4.33998
59400,4.34093
59450,4.3368
59500,4.33045
59550,4.32151
59600,4.31769
59650,4.31777
59700,4.31342
59750,4.30843
59800,4.30621
59850,4.30682
59900,4.30356
59950,4.29813
60000,4.30068
60050,4.29933
60100,4.29449
60150,4.29565
60200,4.30167
60250,4.31246
60300,4.32334
60350,4.33524
60400,4.34655
60450,4.35004
60500,4.34763
60550,4.34605
60600,4.34537
60650,4.34519
60700,4.35431
60750,4.367
60800,4.3795
60850,4.39185
60900,4.39748
60950,4.39934
61000,4.40351
61050,4.40205
61100,4.39771
61150,4.39512
61200,4.39052
61250,4.38988
61300,4.39425
61350,4.39573
61400,4.39716
61450,4.40067
61500,4.40148
61550,4.40483
61600,4.40606
61650,4.40055
61700,4.39193
61750,4.38458
61800,4.37978
61850,4.37667
61900,4.37637
61950,4.37764
62000,4.3781
62050,4.38508
62100,4.39638
62150,4.40242
62200,4.4043
62250,4.40584
62300,4.40462
62350,4.40061
62400,4.40031
62450,4.40204
62500,4.40131
62550,4.40102
62600,4.40443
62650,4.41209
62700,4.42218
62750,4.42883
62800,4.43392
62850,4.44073
62900,4.44551
62950,4.44912
63000,4.45389
63050,4.45861
63100,4.46508
63150,4.47043
63200,4.47558
63250,4.4828
63300,4.48605
63350,4.48596
63400,4.49043
63450,4.49476
63500,4.49845
63550,4.50351
63600,4.50122
63650,4.5002
63700,4.50015
63750,4.49543
63800,4.49401
63850,4.4954
63900,4.49724
63950,4.50145
64000,4.50634
64050,4.51068
64100,4.51753
64150,4.5209
64200,4.52109
64250,4.52301
64300,4.5242
64350,4.52655
64400,4.52765
64450,4.52339
64500,4.52044
64550,4.51951
64600,4.52016
64650,4.52281
64700,4.52406
64750,4.5271
64800,4.52814
64850,4.52211
64900,4.51405
64950,4.50497
65000,4.49833
65050,4.49865
65100,4.50156
65150,4.49897
65200,4.49589
65250,4.49169
65300,4.49145
65350,4.49261
65400,4.49233
65450,4.49246
65500,4.49103
65550,4.49136
65600,4.49737
65650,4.50279
65700,4.5056
65750,4.50632
65800,4.50783
65850,4.50834
65900,4.50677
65950,4.50587
66000,4.50676
66050,4.50618
66100,4.50503
66150,4.50428
66200,4.5031
66250,4.50262
66300,4.50503
66350,4.50675
66400,4.50671
66450,4.5115
66500,4.51721
66550,4.52247
66600,4.52936
66650,4.53563
66700,4.5404
66750,4.5402
66800,4.53738
66850,4.53623
66900,4.53682
66950,4.53701
67000,4.53752
67050,4.53562
67100,4.53627
67150,4.53934
67200,4.54149
67250,4.54802
67300,4.55623
67350,4.56694
67400,4.57552
67450,4.58041
67500,4.58444
67550,4.58902
67600,4.59149
67650,4.59271
67700,4.59443
67750,4.59303
67800,4.59015
67850,4.58964
67900,4.58918
67950,4.5863
68000,4.58556
68050,4.58739
68100,4.59264
68150,4.59847
68200,4.60102
68250,4.6054
68300,4.6105
68350,4.61483
68400,4.62269
68450,4.62824
68500,4.62895
68550,4.62978
68600,4.63107
68650,4.63435
68700,4.64198
68750,4.65194
68800,4.66243
68850,4.67281
68900,4.68045
68950,4.68608
69000,4.69146
69050,4.69827
69100,4.7057
69150,4.71218
69200,4.7193
69250,4.72915
69300,4.73569
69350,4.73876
69400,4.74049
69450,4.7407
69500,4.74004
69550,4.73839
69600,4.74125
69650,4.74548
69700,4.75144
69750,4.76028
69800,4.76522
69850,4.76845
69900,4.77331
69950,4.78209
70000,4.79198
70050,4.79646
70100,4.80166
70150,4.81066
70200,4.8206
70250,4.82666
70300,4.82913
70350,4.83896
70400,4.85229
70450,4.86053
70500,4.86856
70550,4.87164
70600,4.87191
70650,4.87346
70700,4.878
70750,4.88387
70800,4.88871
70850,4.89586
70900,4.90426
70950,4.91011
71000,4.91413
71050,4.91836
71100,4.92874
71150,4.93908
71200,4.94745
71250,4.95625
71300,4.96647
71350,4.97938
71400,4.99003
71450,4.99913
71500,5.00787
71550,5.01626
71600,5.022
71650,5.03229
71700,5.04307
71750,5.04819
71800,5.05771
71850,5.07047
71900,5.08152
71950,5.08529
72000,5.08546
72050,5.0901
72100,5.09369
72150,5.09771
72200,5.10013
72250,5.09885
72300,5.10133
72350,5.10523
72400,5.11019
72450,5.11665
72500,5.1222
72550,5.1288
72600,5.13475
72650,5.13824
72700,5.14002
72750,5.14363
72800,5.14886
72850,5.14927
72900,5.1466
72950,5.14735
73000,5.15198
73050,5.1592
73100,5.16609
73150,5.17097
73200,5.17607
73250,5.17818
73300,5.17838
73350,5.18077
73400,5.1806
73450,5.17599
73500,5.17193
73550,5.17054
73600,5.17276
73650,5.17831
73700,5.18334
73750,5.18808
73800,5.19397
73850,5.20002
73900,5.20565
73950,5.21359
74000,5.21905
74050,5.21636
74100,5.21454
74150,5.2157
74200,5.21693
74250,5.21698
74300,5.21456
74350,5.20797
74400,5.20053
74450,5.19618
74500,5.18676
74550,5.17664
74600,5.16998
74650,5.16446
74700,5.1606
74750,5.1541
74800,5.14588
74850,5.13931
74900,5.13035
74950,5.11903
75000,5.10754
75050,5.10094
75100,5.09549
75150,5.08764
75200,5.08276
75250,5.07872
75300,5.07544
75350,5.07504
75400,5.07688
75450,5.08205
75500,5.08806
75550,5.09422
75600,5.09692
75650,5.09715
75700,5.10116
75750,5.10513
75800,5.11025
75850,5.11752
75900,5.12264
75950,5.12648
76000,5.13086
76050,5.1311
76100,5.12816
76150,5.12561
76200,5.12239
76250,5.11842
76300,5.11117
76350,5.10299
76400,5.10201
76450,5.10201
76500,5.10188
76550,5.10326
76600,5.10429
76650,5.10781
76700,5.11382
76750,5.11973
76800,5.12161
76850,5.128
76900,5.13806
76950,5.15015
77000,5.16499
77050,5.17701
77100,5.19156
77150,5.20777
77200,5.22199
77250,5.23638
77300,5.24795
77350,5.25619
77400,5.26507
77450,5.27225
77500,5.28134
77550,5.29055
77600,5.29307
77650,5.29415
77700,5.29228
77750,5.29019
77800,5.2901
77850,5.28827
77900,5.28757
77950,5.28461
78000,5.2778
78050,5.2702
78100,5.26694
78150,5.26954
78200,5.27224
78250,5.2736
78300,5.27695
78350,5.28001
78400,5.28469
78450,5.29369
78500,5.30369
78550,5.30753
78600,5.30641
78650,5.30602
78700,5.30765
78750,5.31329
78800,5.32077
78850,5.32562
78900,5.3267
78950,5.32728
79000,5.32875
79050,5.32653
79100,5.32168
79150,5.31947
79200,5.31738
79250,5.31466
79300,5.3172
79350,5.32108
79400,5.32389
79450,5.33057
79500,5.3389
79550,5.34697
79600,5.35781
79650,5.36944
79700,5.37651
79750,5.37882
79800,5.38245
79850,5.38348
79900,5.37934
79950,5.37407
80000,5.37323
80050,5.37241
80100,5.36514
80150,5.35771
80200,5.35667
80250,5.35905
80300,5.3574
80350,5.35379
80400,5.35446
80450,5.35942
80500,5.36365
80550,5.37015
80600,5.3777
80650,5.3787
80700,5.38314
80750,5.39564
80800,5.40184
80850,5.40317
80900,5.40697
80950,5.40786
81000,5.40795
81050,5.41012
81100,5.41418
81150,5.42326
81200,5.43247
81250,5.43972
81300,5.44286
81350,5.4436
81400,5.44781
81450,5.4474
81500,5.44844
81550,5.45865
81600,5.46974
81650,5.47933
81700,5.49156
81750,5.49767
81800,5.50099
81850,5.50286
81900,5.50082
81950,5.50008
82000,5.5026
82050,5.50512
82100,5.50606
82150,5.50511
82200,5.50409
82250,5.50252
82300,5.50239
82350,5.505
82400,5.50471
82450,5.499
82500,5.49348
82550,5.48872
82600,5.4827
82650,5.48472
82700,5.49065
82750,5.49375
82800,5.49975
82850,5.50274
82900,5.50309
82950,5.50485
83000,5.5087
83050,5.51488
83100,5.51934
83150,5.52317
83200,5.5244
83250,5.52465
83300,5.52649
83350,5.53224
83400,5.53888
83450,5.54157
83500,5.54786
83550,5.55662
83600,5.56606
83650,5.57656
83700,5.58207
83750,5.58716
83800,5.59443
83850,5.60057
83900,5.6053
83950,5.60941
84000,5.60866
84050,5.60756
84100,5.60758
84150,5.60634
84200,5.60694
84250,5.60355
84300,5.59271
84350,5.58686
84400,5.58464
84450,5.58459
84500,5.58647
84550,5.58667
84600,5.58943
84650,5.58735
84700,5.57942
84750,5.57558
84800,5.57048
84850,5.56171
84900,5.55854
84950,5.55729
85000,5.55504
85050,5.55597
85100,5.55662
85150,5.556
85200,5.55345
85250,5.54855
85300,5.5435
85350,5.54368
85400,5.54884
85450,5.54995
85500,5.54869
85550,5.54951
85600,5.54975
85650,5.54941
85700,5.54846
85750,5.55143
85800,5.55375
85850,5.55069
85900,5.54585
85950,5.54286
86000,5.54326
86050,5.54179
86100,5.53703
86150,5.53283
86200,5.52817
86250,5.51447
86300,5.49908
86350,5.48915
86400,5.47819
86450,5.46733
86500,5.45682
86550,5.45047
86600,5.44682
86650,5.4443
86700,5.443
86750,5.44389
86800,5.44952
86850,5.45543
86900,5.46289
86950,5.47058
87000,5.47889
87050,5.48611
87100,5.49298
87150,5.50347
87200,5.51678
87250,5.52748
87300,5.53699
87350,5.54819
87400,5.55413
87450,5.56009
87500,5.56839
87550,5.57406
87600,5.57677
